,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,looser,win_by_runs,win_by_wickets,palyer_of_match,venue,umpire1,umpire2
318,319,2012,Mumbai,4/11/2012,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,27,0,KA Pollard,Wankhede Stadium,Aleem Dar,Bruce Oxenford
319,320,2012,Chennai,4/12/2012,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,5,F du Plessis,"MA Chidambaram Stadium, Chepauk",Kumar Dharmasena,Rod Tucker
320,321,2012,Chandigarh,4/12/2012,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Pune Warriors,0,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",Vineet Kulkarni,SK Tarapore
321,322,2012,Kolkata,4/13/2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,5,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani
322,323,2012,Delhi,4/19/2012,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,0,Delhi Capitals,Deccan Chargers,0,5,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore
323,324,2012,Pune,4/14/2012,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,Chennai Super Kings,0,7,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,Bruce Oxenford
324,325,2012,Kolkata,4/15/2012,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,Kolkata Knight Riders,2,0,SP Narine,Eden Gardens,Asad Rauf,S Asnani
325,326,2012,Bangalore,4/15/2012,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,59,0,AM Rahane,M Chinnaswamy Stadium,JD Cloete,Rod Tucker
326,327,2012,Mumbai,4/16/2012,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Mumbai Indians,0,7,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore
327,328,2012,Jaipur,4/17/2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,Deccan Chargers,0,5,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,Bruce Oxenford
328,329,2012,Bangalore,4/17/2012,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,Pune Warriors,0,6,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das
329,330,2012,Chandigarh,4/18/2012,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,8,G Gambhir,"Punjab Cricket Association Stadium, Mohali",JD Cloete,Rod Tucker
330,331,2012,Hyderabad,5/10/2012,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,0,Delhi Capitals,Deccan Chargers,0,9,DA Warner,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel
331,332,2012,Chennai,4/19/2012,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,Pune Warriors,13,0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das
332,333,2012,Chandigarh,4/20/2012,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,Rod Tucker
333,334,2012,Chennai,4/21/2012,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,7,F du Plessis,"MA Chidambaram Stadium, Chepauk",Aleem Dar,Bruce Oxenford
334,335,2012,Delhi,4/21/2012,Pune Warriors,Delhi Capitals,Delhi Capitals,field,normal,0,Pune Warriors,Delhi Capitals,20,0,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das
335,336,2012,Mumbai,4/22/2012,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,Mumbai Indians,0,6,SE Marsh,Wankhede Stadium,S Ravi,Rod Tucker
336,337,2012,Cuttack,4/22/2012,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Deccan Chargers,0,5,B Lee,Barabati Stadium,BF Bowden,SK Tarapore
337,338,2012,Jaipur,4/23/2012,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,46,0,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani
338,339,2012,Pune,4/24/2012,Pune Warriors,Delhi Capitals,Pune Warriors,bat,normal,0,Delhi Capitals,Pune Warriors,0,8,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,Rod Tucker
339,340,2012,Chandigarh,4/25/2012,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,Kings XI Punjab,0,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,Bruce Oxenford
340,341,2012,Pune,4/26/2012,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,Pune Warriors,18,0,CL White,Subrata Roy Sahara Stadium,S Ravi,Rod Tucker
341,342,2012,Delhi,4/27/2012,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,Mumbai Indians,37,0,V Sehwag,Feroz Shah Kotla,Aleem Dar,Bruce Oxenford
342,343,2012,Chennai,4/28/2012,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,Chennai Super Kings,7,0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore
343,344,2012,Kolkata,4/28/2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,47,0,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove
344,345,2012,Delhi,4/29/2012,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,Rajasthan Royals,1,0,V Sehwag,Feroz Shah Kotla,S Ravi,Rod Tucker
345,346,2012,Mumbai,4/29/2012,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Deccan Chargers,0,5,DW Steyn,Wankhede Stadium,Anil Chaudhary,Bruce Oxenford
346,347,2012,Chennai,4/30/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin
347,348,2012,Cuttack,5/1/2012,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,Pune Warriors,13,0,KC Sangakkara,Barabati Stadium,Aleem Dar,Anil Chaudhary
348,349,2012,Jaipur,5/1/2012,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,Rajasthan Royals,0,6,P Negi,Sawai Mansingh Stadium,JD Cloete,SJA Taufel
349,350,2012,Bangalore,5/2/2012,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,4,Azhar Mahmood,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin
350,351,2012,Pune,5/3/2012,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,Pune Warriors,1,0,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani
351,352,2012,Chennai,5/4/2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Deccan Chargers,10,0,SK Raina,"MA Chidambaram Stadium, Chepauk",Kumar Dharmasena,Bruce Oxenford
352,353,2012,Kolkata,5/5/2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Pune Warriors,7,0,SP Narine,Eden Gardens,BF Bowden,SK Tarapore
353,354,2012,Chandigarh,5/5/2012,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kings XI Punjab,43,0,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel
354,355,2012,Mumbai,5/6/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Chennai Super Kings,0,2,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani
355,356,2012,Bangalore,5/6/2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Deccan Chargers,0,5,AB de Villiers,M Chinnaswamy Stadium,Kumar Dharmasena,Bruce Oxenford
356,357,2012,Delhi,5/7/2012,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,Delhi Capitals,0,6,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi
357,358,2012,Pune,5/8/2012,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,Pune Warriors,0,7,SR Watson,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove
358,359,2012,Hyderabad,5/8/2012,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings XI Punjab,Deccan Chargers,25,0,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",Kumar Dharmasena,Bruce Oxenford
359,360,2012,Mumbai,5/9/2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,0,9,CH Gayle,Wankhede Stadium,BF Bowden,Vineet Kulkarni
360,361,2012,Jaipur,5/10/2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Rajasthan Royals,0,4,BW Hilfenhaus,Sawai Mansingh Stadium,Bruce Oxenford,C Shamshuddin
361,362,2012,Pune,5/11/2012,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,Pune Warriors,35,0,CH Gayle,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore
362,363,2012,Kolkata,5/12/2012,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,Kolkata Knight Riders,27,0,RG Sharma,Eden Gardens,S Ravi,SJA Taufel
363,364,2012,Chennai,5/12/2012,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Delhi Capitals,0,9,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",S Das,BR Doctrove
364,365,2012,Jaipur,5/13/2012,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Pune Warriors,45,0,A Chandila,Sawai Mansingh Stadium,BF Bowden,SK Tarapore
365,366,2012,Chandigarh,5/13/2012,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,0,Kings XI Punjab,Deccan Chargers,0,4,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,Bruce Oxenford
366,367,2012,Bangalore,5/14/2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,5,AT Rayudu,M Chinnaswamy Stadium,S Das,BR Doctrove
367,368,2012,Kolkata,5/14/2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel
368,369,2012,Delhi,5/15/2012,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,bat,normal,0,Delhi Capitals,Kings XI Punjab,0,5,UT Yadav,Feroz Shah Kotla,Kumar Dharmasena,Bruce Oxenford
369,370,2012,Mumbai,5/16/2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,Mumbai Indians,32,0,SP Narine,Wankhede Stadium,S Das,BR Doctrove
370,371,2012,Dharamsala,5/17/2012,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Chennai Super Kings,0,6,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Vineet Kulkarni,SK Tarapore
371,372,2012,Delhi,5/17/2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,21,0,CH Gayle,Feroz Shah Kotla,Kumar Dharmasena,C Shamshuddin
372,373,2012,Hyderabad,5/18/2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Deccan Chargers,Rajasthan Royals,0,5,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
373,374,2012,Dharamsala,5/19/2012,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kings XI Punjab,0,6,UT Yadav,Himachal Pradesh Cricket Association Stadium,BF Bowden,Vineet Kulkarni
374,375,2012,Pune,5/19/2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Pune Warriors,34,0,Shakib Al Hasan,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove
375,376,2012,Hyderabad,5/20/2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,Royal Challengers Bangalore,9,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
376,377,2012,Jaipur,5/20/2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,Rajasthan Royals,0,10,DR Smith,Sawai Mansingh Stadium,Kumar Dharmasena,C Shamshuddin
377,378,2012,Pune,5/22/2012,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Delhi Capitals,18,0,YK Pathan,Subrata Roy Sahara Stadium,BR Doctrove,SJA Taufel
378,379,2012,Bangalore,5/23/2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,Mumbai Indians,38,0,MS Dhoni,M Chinnaswamy Stadium,BF Bowden,Kumar Dharmasena
379,380,2012,Chennai,5/25/2012,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,Delhi Capitals,86,0,M Vijay,"MA Chidambaram Stadium, Chepauk",BR Doctrove,SJA Taufel
380,381,2012,Chennai,5/27/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,5,MS Bisla,"MA Chidambaram Stadium, Chepauk",BF Bowden,SJA Taufel
381,382,2013,Kolkata,4/3/2013,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Capitals,0,6,SP Narine,Eden Gardens,S Ravi,SJA Taufel
382,383,2013,Bangalore,4/4/2013,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,2,0,CH Gayle,M Chinnaswamy Stadium,Vineet Kulkarni,C Shamshuddin
383,384,2013,Hyderabad,4/5/2013,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,Pune Warriors,22,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel
384,385,2013,Delhi,4/6/2013,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Delhi Capitals,5,0,R Dravid,Feroz Shah Kotla,S Das,C Shamshuddin
385,386,2013,Chennai,4/6/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,Chennai Super Kings,9,0,KA Pollard,"MA Chidambaram Stadium, Chepauk",Marais Erasmus,Vineet Kulkarni
386,387,2013,Pune,4/7/2013,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Kings XI Punjab,Pune Warriors,0,8,M Vohra,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel
387,388,2013,Hyderabad,4/7/2013,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,S Ravi
388,389,2013,Jaipur,4/8/2013,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,19,0,SK Trivedi,Sawai Mansingh Stadium,Aleem Dar,S Das
389,390,2013,Mumbai,4/9/2013,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,Delhi Capitals,44,0,KD Karthik,Wankhede Stadium,Marais Erasmus,Vineet Kulkarni
390,391,2013,Chandigarh,4/10/2013,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kings XI Punjab,0,10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,C Shamshuddin
391,392,2013,Bangalore,4/11/2013,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,8,CH Gayle,M Chinnaswamy Stadium,Asad Rauf,Anil Chaudhary
392,393,2013,Pune,4/11/2013,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Pune Warriors,Rajasthan Royals,0,7,AJ Finch,Subrata Roy Sahara Stadium,Marais Erasmus,K Srinath
393,394,2013,Delhi,4/12/2013,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,3,A Mishra,Feroz Shah Kotla,Aleem Dar,Subroto Das
394,395,2013,Mumbai,4/13/2013,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,Pune Warriors,41,0,RG Sharma,Wankhede Stadium,S Ravi,SJA Taufel
395,396,2013,Chennai,4/13/2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Asad Rauf,Anil Chaudhary
396,397,2013,Kolkata,4/14/2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,48,0,G Gambhir,Eden Gardens,Marais Erasmus,Vineet Kulkarni
397,398,2013,Jaipur,4/14/2013,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Kings XI Punjab,0,6,JP Faulkner,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin
398,399,2013,Chennai,4/15/2013,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Pune Warriors,Chennai Super Kings,24,0,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,Anil Chaudhary
399,400,2013,Chandigarh,4/16/2013,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,Kolkata Knight Riders,4,0,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel
400,401,2013,Bangalore,4/16/2013,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,Delhi Capitals,0,0,V Kohli,M Chinnaswamy Stadium,Marais Erasmus,Vineet Kulkarni
401,402,2013,Pune,4/17/2013,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,Pune Warriors,11,0,A Mishra,Subrata Roy Sahara Stadium,Asad Rauf,Anil Chaudhary
402,403,2013,Jaipur,4/17/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Mumbai Indians,87,0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin
403,404,2013,Delhi,4/18/2013,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Delhi Capitals,86,0,MEK Hussey,Feroz Shah Kotla,Marais Erasmus,Vineet Kulkarni
404,405,2013,Hyderabad,4/19/2013,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,Kings XI Punjab,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Kumar Dharmasena,CK Nandan
405,406,2013,Kolkata,4/20/2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,4,RA Jadeja,Eden Gardens,Asad Rauf,Anil Chaudhary
406,407,2013,Bangalore,4/20/2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,0,7,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin
407,408,2013,Delhi,4/21/2013,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,Mumbai Indians,0,9,V Sehwag,Feroz Shah Kotla,Kumar Dharmasena,S Ravi
408,409,2013,Chandigarh,4/21/2013,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Pune Warriors,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali",Marais Erasmus,K Srinath
409,410,2013,Chennai,4/22/2013,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk",S Asnani,Anil Chaudhary
410,411,2013,Bangalore,4/23/2013,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,Pune Warriors,130,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin
411,412,2013,Dharamsala,5/16/2013,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium,Kumar Dharmasena,S Ravi
412,413,2013,Kolkata,4/24/2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,Kolkata Knight Riders,0,5,DR Smith,Eden Gardens,Kumar Dharmasena,S Ravi
413,414,2013,Chennai,4/25/2013,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Aleem Dar,S Das
414,415,2013,Kolkata,4/26/2013,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,6,JH Kallis,Eden Gardens,CK Nandan,S Ravi
415,416,2013,Jaipur,4/27/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,8,JP Faulkner,Sawai Mansingh Stadium,Vineet Kulkarni,K Srinath
416,417,2013,Mumbai,4/27/2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,Royal Challengers Bangalore,58,0,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani
417,418,2013,Chennai,4/28/2013,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel
418,419,2013,Raipur,4/28/2013,Delhi Capitals,Pune Warriors,Pune Warriors,field,normal,0,Delhi Capitals,Pune Warriors,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi
419,420,2013,Jaipur,4/29/2013,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,4,SV Samson,Sawai Mansingh Stadium,Marais Erasmus,K Srinath
420,421,2013,Mumbai,4/29/2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,Kings XI Punjab,4,0,RG Sharma,Wankhede Stadium,Asad Rauf,Anil Chaudhary
421,422,2013,Pune,4/30/2013,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Pune Warriors,37,0,MS Dhoni,Subrata Roy Sahara Stadium,S Das,SJA Taufel
422,423,2013,Hyderabad,5/1/2013,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani
423,424,2013,Raipur,5/1/2013,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,Kolkata Knight Riders,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium,Kumar Dharmasena,CK Nandan
424,425,2013,Chennai,5/2/2013,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kings XI Punjab,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk",Marais Erasmus,Vineet Kulkarni
425,426,2013,Pune,5/2/2013,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Pune Warriors,17,0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin
426,427,2013,Kolkata,5/3/2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,8,YK Pathan,Eden Gardens,Kumar Dharmasena,CK Nandan
427,428,2013,Hyderabad,5/4/2013,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani
428,429,2013,Bangalore,5/14/2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,7,AC Gilchrist,M Chinnaswamy Stadium,Kumar Dharmasena,S Ravi
429,430,2013,Mumbai,5/5/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,Chennai Super Kings,60,0,MG Johnson,Wankhede Stadium,Kumar Dharmasena,CK Nandan
430,431,2013,Jaipur,5/5/2013,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,Pune Warriors,0,5,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,Rod Tucker
431,432,2013,Bangalore,4/9/2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,0,7,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel
432,433,2013,Jaipur,5/7/2013,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,Delhi Capitals,0,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,Rod Tucker
